Ingredient_id,Item_id,Ingredient_Name
1,1,Potatoes
2,1,Corn_Tortilla
3,1,Turkey_Sausage
4,1,Vegan_Cheddar_Cheese
5,1,Canola_Oil
6,1,Green_Onion
7,1,Kosher_Salt
8,1,Garlic_Powder
9,1,Black_Pepper
10,2,Water
11,2,Waffle_Mix
12,3,Oat_Milk
13,3,Chia Seeds
14,3,Honey
15,3,Granulated_Sugar
16,3,Pure_Vanilla_Extract
17,4,Cauliflower
18,4,All_Purpose_Flour
19,4,Water
20,4,Mozzarella Cheese
21,4,Blue_Cheese
22,4,Buffalo_Wing_Sauce
23,4,Celery
24,4,Vegetable_Oil_Blend
25,4,Ranch_Dressing
26,4,Kosher_Salt
27,4,Granulated_Sugar
28,4,Yeast
29,5,Dough
30,5,Water
31,5,Yeast
32,5,Cheddar_Cheese
33,5,Whey_Powder
34,5,Guar_Gum
35,5,Xantham_Gum
36,5,Soybean_Oil
37,5,Garlic_Powder
38,5,Datem
39,5,Malted_Barley_Flour
40,5,Dextrose
41,5,Enzyme
42,5,Ascorbic_Acid
43,5,Mozzarella_Cheese
44,5,Vegetable_Oil_Blend
45,5,Asiage_Cheese
46,5,Dried_Oregano
47,5,Black_Pepper
48,6,Chicken_Breast
49,6,Vegetable_Oil_Blend
50,6,Olive_Oil
51,6,Colorant
52,6,Garlic_Powder
53,6,Dried_Oregano
54,6,Black_Pepper
55,7,Water
56,7,Pasta
57,8,Turkey_Burger
58,8,Roll
59,9,French_Fried_Potatoes
60,10,Turkey_Sausage
61,11,Potatoes
62,11,Vegetable_Oil_Blend
63,12,Ice_Cubes
64,12,Strawberries
65,12,Orange_Juice
66,12,Cranberries
67,12,Blueberries
68,12,Granulated_Sugar
69,12,Water
70,13,Water
71,13,Russet_Potato
72,13,Tomatoes
73,13,Corn_Kernels
74,13,Green_Beans
75,13,Carrots
76,13,Celery
77,13,Onion
78,13,Vegetable_Base
79,13,Green_Cabbage
80,13,Vegetable_Oil_Blend
81,13,Garlic
82,13,Kosher_Salt
83,13,Black_Pepper
84,13,Dried_Bay_Leaf
85,13,Dried_Thyme_Leaf
86,14,White_Dinner_Roll
87,15,Ground_Dark_Chicken
88,15,Water
89,15,Soy_Protein
90,15,Corn_Syrup
91,15,Breading
92,16,Water
93,16,Russet_Potato
94,16,Tomatoes
95,16,Corn_Kernels
96,16,Green_Beans
97,16,Carrots
98,16,Celery
99,16,Onion
100,16,Vegetable_Base
101,16,Green_Cabbage
102,16,Vegetable_Oil_Blend
103,16,Garlic
104,16,Kosher_Salt
105,16,Black_Pepper
106,16,Dried_Bay_Leaf
107,17,French_Fried_Potatoes
108,18,Dough
109,18,Mozzarella_Cheese
110,18,Tomatoes
111,18,Deli_Pepperoni
112,18,Water
113,18,Extra_Virgin_Olive_Oil
114,18,Granulated_Sugar
115,18,Kosher_Salt
116,18,Black_Pepper
117,18,Garlic_Powder
118,18,Dried_Oregano
119,19,Red_Potato
120,19,Vegetable_Oil_Blend
121,19,Garlic
122,19,Kosher_Salt
123,19,Black_Pepper
124,20,Cottage_Cheese
125,21,Water
126,21,Soy_Milk
127,21,White_Quinoa
128,21,Apple_Juice
129,21,Brown_Sugar
130,21,Cinnamon
131,21,Kosher_Salt
132,22,Corn_Kernels
133,22,Green_Chili_Peppers
134,22,Onion
135,22,Canola_Oil
136,22,Black_Pepper_Blend
137,22,Cumin
138,22,Kosher_Salt
139,22,Paprika
140,22,Cayenne_Pepper
141,23,Water
142,23,Whole_Milk
143,23,Tomato
144,23,Roasted_Red_Peppers
145,23,Anerican_Cheese
146,23,Cheddar_Cheese
147,23,Cream_Cheese
148,23,Unsalted_Butter
149,23,Wheat_Flour
150,23,Crackers
151,23,Kosher_Salt
152,23,Tabasco_Hot_Sauce
153,23,Ground_Mustard
154,23,Black_Pepper
155,23,Cayenne_Pepper
156,24,Dough
157,24,Mozzarella_Cheese
158,24,Tomatoes
159,24,Deli_Pepperoni
160,24,Water
161,24,Extra_Virgin_Olive_Oil
162,24,Granulated_Sugar
163,24,Kosher_Salt
164,24,Black_Pepper
165,24,Garlic_Powder
166,25,Spinach
167,25,Soy_Sauce
168,25,Granulated_Sugar
169,25,Sesame_Seeds
170,26,Meatballs
171,26,Onion
172,26,Pineapple
173,26,Red_Bell_Pepper
174,26,Green_Bell_Pepper
175,26,Vegetable_Oil_Blend
176,27,Water
177,27,White_Rice
178,27,Green_Onion
179,27,Garlic
180,27,Vegetable_Oil_Blend
181,27,Tumeric
182,27,Kosher_Salt
183,28,Egg_Blend
184,29,Turkey_Sausage
185,30,Water
186,30,Pancake_Mix
187,30,Blueberries
188,31,Water
189,31,Pork_Loin
190,31,Noodles
191,31,Carrots
192,31,Bok_Choy
193,31,Korean_Hot_Taco_Sauce
194,31,Onion
195,31,Bacon
196,31,Green_Onion
197,31,Beef_Base
198,31,Pork_Base
199,31,Soy_Sauce
200,31,Kosher_Salt
201,31,Black_Pepper
202,31,Wonton_Skins
203,32,Broccoli
204,32,Vegetable_Oil_Blend
205,32,Garlic
206,32,Kosher_Salt
207,32,Ginger_Root
208,32,Black_Pepper
209,33,Chicken_Thigh
210,33,Water
211,33,Vegetable_Oil_Blend
212,33,Lemon_Juice
213,33,Cilantro
214,33,Parsley
215,33,Garlic
216,33,Vegetable_Oil_Blend
217,33,Cumin
218,33,Ginger_Root
219,33,Paprika
220,33,Tumeric
221,33,Kosher_Salt
222,33,Coriander
223,33,Crushed_Red_Pepper
224,34,Water
225,34,Pork_Loin
226,34,Noodles
227,34,Carrots
228,34,Bok_Choy
229,34,Korean_Hot_Taco_Sauce
230,34,Onion
231,34,Bacon
232,34,Green_Onion
233,34,Beef_Base
234,34,Pork_Base
235,34,Soy_Sauce
236,34,Kosher_Salt
237,34,Black_Pepper
238,34,Wonton_Skins
239,35,Cod_Fillet
240,36,Green_Collards
241,36,Vegetable_Oil_Blend
242,36,Lime_Juice
243,36,Garlic
244,36,Kosher_Salt
245,36,Paprika
246,36,Black_Pepper
247,37,Eggs
248,37,Onion
249,37,Spinach
250,37,Cheddar_Cheese
251,37,Whole_Milk
252,37,Canola_Oil
253,37,Kosher_Salt
254,37,Black_Pepper
255,38,Rolled_Oats
256,38,Apple
257,38,Pistachios
258,38,Low_Fat_Milk
259,38,Cinnamon
260,38,Maple_Syrup
261,38,Chia_Seeds
262,39,All_Purpose_Flour
263,39,Eggs
264,39,Whole_Milk
265,39,Baking_Powder
266,39,Pineapple
267,39,Butter
268,39,Sugar
269,39,Vanilla_Extract
270,40,Flour_Tortilla
271,40,Eggs
272,40,Black_Bean
273,40,Cheddar_Cheese
274,40,Salsa
275,40,Potatoes
276,40,Green_Onion
277,40,Kosher_Salt
278,41,Greek_Yogurt
279,41,Peach
280,41,Granola
281,41,Honey
282,41,Chia_Seeds
283,41,Vanilla_Extract
284,42,Biscuit
285,42,Eggs
286,42,Ham
287,42,Swiss_Cheese
288,42,Tomato
289,42,Spinach
290,42,Butter
291,42,Black_Pepper
292,43,Corn_Tortilla
293,43,Carnitas
294,43,Cabbage
295,43,Pico_De_Gallo
296,43,Cilantro
297,43,Lime_Juice
298,43,Cotija_Cheese
299,44,Grilled_Chicken
300,44,Romaine_Lettuce
301,44,Sweet_Potato
302,44,Cabbage
303,44,Caesar_Dressing
304,44,Croutons
305,44,Parmesan_Cheese
306,45,Flour_Tortilla
307,45,Salmon
308,45,Pesto_Sauce
309,45,Romaine_Lettuce
310,45,Tomato
311,45,Red_Onion
312,45,Cheddar_Cheese
313,46,Chickpea
314,46,Rice
315,46,Broccoli
316,46,Carrot
317,46,Edamame
318,46,Lemon_Herb_Sauce
319,46,Sesame_Seeds
320,47,Brioche_Bun
321,47,Beef
322,47,Lettuce
323,47,Tomato
324,47,Pickles
325,47,Red_Onion
326,47,Mozzarella_Cheese
327,47,Mayonnaise
328,48,Black_Bean
329,48,Vegetable_Broth
330,48,Carrot
331,48,Celery
332,48,Onion
333,48,Garlic
334,48,Kosher_Salt
335,48,Black_Pepper
336,49,Linguine
337,49,Vegetable
338,49,Tomato_Basil_Sauce
339,49,Garlic
340,49,Tomato
341,49,Parmesan_Cheese
342,49,Olive_Oil
343,49,Basil
344,50,Tofu
345,50,Mashed_Potatoes
346,50,Green_Bean
347,50,Lemon_Juice
348,50,Butter
349,50,Parsley
350,50,Kosher_Salt
351,50,Black_Pepper
352,51,Corn_Tortilla
353,51,Black_Bean
354,51,Salsa_Verde_Sauce
355,51,Monterey_Jack_Cheese
356,51,Onion
357,51,Cilantro
358,51,Rice
359,51,Sour_Cream
360,52,Lamb
361,52,Pita_Bread
362,52,Rice
363,52,Cucumber
364,52,Tomato
365,52,Tzatziki_Sauce
366,52,Red_Onion
367,52,Parsley
368,53,Chicken
369,53,Quinoa
370,53,Garlic_Parmesan_Sauce
371,53,Broccoli
372,53,Carrot
373,53,Olive_Oil
374,53,Garlic
375,53,Kosher_Salt
376,54,Vegetable
377,54,Jasmine_Rice
378,54,Coconut_Milk
379,54,Massaman_Curry_Paste
380,54,Bell_Pepper
381,54,Onion
382,54,Basil
383,54,Lime_Juice
384,55,Eggs
385,55,Carrot
386,55,Broccoli
387,55,Mozzarella_Cheese
388,55,Whole_Milk
389,55,Canola_Oil
390,55,Kosher_Salt
391,55,Black_Pepper
392,56,Rolled_Oats
393,56,Mango
394,56,Pecans
395,56,Low_Fat_Milk
396,56,Cinnamon
397,56,Maple_Syrup
398,56,Chia_Seeds
399,57,All_Purpose_Flour
400,57,Eggs
401,57,Whole_Milk
402,57,Baking_Powder
403,57,Banana
404,57,Butter
405,57,Sugar
406,57,Vanilla_Extract
407,58,Flour_Tortilla
408,58,Eggs
409,58,Turkey_Sausage
410,58,Cheddar_Cheese
411,58,Salsa
412,58,Potatoes
413,58,Green_Onion
414,58,Kosher_Salt
415,59,Greek_Yogurt
416,59,Pineapple
417,59,Granola
418,59,Honey
419,59,Chia_Seeds
420,59,Vanilla_Extract
421,60,Biscuit
422,60,Eggs
423,60,Egg
424,60,Mozzarella_Cheese
425,60,Tomato
426,60,Spinach
427,60,Butter
428,60,Black_Pepper
429,61,Sourdough_Bread
430,61,Beef
431,61,Lettuce
432,61,Tomato
433,61,Pickles
434,61,Red_Onion
435,61,Pepper_Jack_Cheese
436,61,Mayonnaise
437,62,Black_Bean
438,62,Vegetable_Broth
439,62,Carrot
440,62,Celery
441,62,Onion
442,62,Garlic
443,62,Kosher_Salt
444,62,Black_Pepper
445,63,Rotini
446,63,Tofu
447,63,Alfredo_Sauce
448,63,Garlic
449,63,Parmesan_Cheese
450,63,Spinach
451,63,Olive_Oil
452,64,Corn_Tortilla
453,64,Carnitas
454,64,Cabbage
455,64,Pico_De_Gallo
456,64,Cilantro
457,64,Lime_Juice
458,64,Cotija_Cheese
459,65,Black_Bean
460,65,Romaine_Lettuce
461,65,Asparagus
462,65,Carrot
463,65,Ranch_Dressing
464,65,Croutons
465,65,Parmesan_Cheese
466,66,Flour_Tortilla
467,66,Salmon
468,66,Buffalo_Sauce
469,66,Romaine_Lettuce
470,66,Tomato
471,66,Red_Onion
472,66,Feta_Cheese
473,67,Corn_Tortilla
474,67,Lentil
475,67,Red_Chile_Sauce
476,67,Monterey_Jack_Cheese
477,67,Onion
478,67,Cilantro
479,67,Rice
480,67,Sour_Cream
481,68,Vegetable
482,68,Pita_Bread
483,68,Rice
484,68,Cucumber
485,68,Tomato
486,68,Tzatziki_Sauce
487,68,Red_Onion
488,68,Parsley
489,69,Pork
490,69,Rice
491,69,Pesto_Sauce
492,69,Broccoli
493,69,Carrot
494,69,Olive_Oil
495,69,Garlic
496,69,Kosher_Salt
497,70,Chicken
498,70,Jasmine_Rice
499,70,Coconut_Milk
500,70,Red_Curry_Paste
501,70,Bell_Pepper
502,70,Onion
503,70,Basil
504,70,Lime_Juice
505,71,Tofu
506,71,Asparagus
507,71,Onion
508,71,Soy_Sauce
509,71,Garlic
510,71,Ginger
511,71,Sesame_Oil
512,71,Brown_Rice
513,72,Ramen_Noodles
514,72,Chicken
515,72,Miso_Broth
516,72,Soft_Boiled_Egg
517,72,Green_Onion
518,72,Mushroom
519,72,Nori
520,72,Sesame_Seeds
521,73,Eggs
522,73,Zucchini
523,73,Broccoli
524,73,Swiss_Cheese
525,73,Whole_Milk
526,73,Canola_Oil
527,73,Kosher_Salt
528,73,Black_Pepper
529,74,Rolled_Oats
530,74,Strawberry
531,74,Walnuts
532,74,Low_Fat_Milk
533,74,Cinnamon
534,74,Maple_Syrup
535,74,Chia_Seeds
536,75,All_Purpose_Flour
537,75,Eggs
538,75,Whole_Milk
539,75,Baking_Powder
540,75,Peach
541,75,Butter
542,75,Sugar
543,75,Vanilla_Extract
544,76,Flour_Tortilla
545,76,Eggs
546,76,Black_Bean
547,76,Cheddar_Cheese
548,76,Salsa
549,76,Potatoes
550,76,Green_Onion
551,76,Kosher_Salt
552,77,Greek_Yogurt
553,77,Banana
554,77,Granola
555,77,Honey
556,77,Chia_Seeds
557,77,Vanilla_Extract
558,78,Biscuit
559,78,Eggs
560,78,Tofu
561,78,Cheddar_Cheese
562,78,Tomato
563,78,Spinach
564,78,Butter
565,78,Black_Pepper
566,79,Lentil
567,79,Romaine_Lettuce
568,79,Carrot
569,79,Asparagus
570,79,Lemon_Tahini_Dressing
571,79,Croutons
572,79,Parmesan_Cheese
573,80,Flour_Tortilla
574,80,Black_Bean
575,80,Pesto_Sauce
576,80,Romaine_Lettuce
577,80,Tomato
578,80,Red_Onion
579,80,Feta_Cheese
580,81,Beef
581,81,Rice
582,81,Broccoli
583,81,Carrot
584,81,Edamame
585,81,Cilantro_Lime_Sauce
586,81,Sesame_Seeds
587,82,Sourdough_Bread
588,82,Black_Bean
589,82,Lettuce
590,82,Tomato
591,82,Pickles
592,82,Red_Onion
593,82,Mozzarella_Cheese
594,82,Mayonnaise
595,83,Lentil
596,83,Vegetable_Broth
597,83,Carrot
598,83,Celery
599,83,Onion
600,83,Garlic
601,83,Kosher_Salt
602,83,Black_Pepper
603,84,Penne
604,84,Vegetable
605,84,Marinara_Sauce
606,84,Garlic
607,84,Parmesan_Cheese
608,84,Spinach
609,84,Olive_Oil
610,85,Pork
611,85,Rice
612,85,Tomato_Basil_Sauce
613,85,Broccoli
614,85,Carrot
615,85,Olive_Oil
616,85,Garlic
617,85,Kosher_Salt
618,86,Shrimp
619,86,Jasmine_Rice
620,86,Coconut_Milk
621,86,Red_Curry_Paste
622,86,Bell_Pepper
623,86,Onion
624,86,Basil
625,86,Lime_Juice
626,87,Shrimp
627,87,Cucumber
628,87,Avocado
629,87,Soy_Sauce
630,87,Garlic
631,87,Ginger
632,87,Sesame_Oil
633,87,Brown_Rice
634,88,Ramen_Noodles
635,88,Mushroom
636,88,Miso_Broth
637,88,Soft_Boiled_Egg
638,88,Green_Onion
639,88,Nori
640,88,Sesame_Seeds
641,89,Linguine
642,89,Tofu
643,89,Tomato_Basil_Sauce
644,89,Garlic
645,89,Tomato
646,89,Parmesan_Cheese
647,89,Olive_Oil
648,89,Basil
649,90,Chicken
650,90,Mashed_Potatoes
651,90,Green_Bean
652,90,Lemon_Juice
653,90,Butter
654,90,Parsley
655,90,Kosher_Salt
656,90,Black_Pepper
657,91,Eggs
658,91,Zucchini
659,91,Tomato
660,91,Parmesan_Cheese
661,91,Whole_Milk
662,91,Canola_Oil
663,91,Kosher_Salt
664,91,Black_Pepper
665,92,Rolled_Oats
666,92,Strawberry
667,92,Pistachios
668,92,Low_Fat_Milk
669,92,Cinnamon
670,92,Maple_Syrup
671,92,Chia_Seeds
672,93,All_Purpose_Flour
673,93,Eggs
674,93,Whole_Milk
675,93,Baking_Powder
676,93,Peach
677,93,Butter
678,93,Sugar
679,93,Vanilla_Extract
680,94,Flour_Tortilla
681,94,Eggs
682,94,Black_Bean
683,94,Cheddar_Cheese
684,94,Salsa
685,94,Potatoes
686,94,Green_Onion
687,94,Kosher_Salt
688,95,Greek_Yogurt
689,95,Strawberry
690,95,Granola
691,95,Honey
692,95,Chia_Seeds
693,95,Vanilla_Extract
694,96,Biscuit
695,96,Eggs
696,96,Turkey_Sausage
697,96,Mozzarella_Cheese
698,96,Tomato
699,96,Spinach
700,96,Butter
701,96,Black_Pepper
702,97,Chicken_Noodle
703,97,Vegetable_Broth
704,97,Carrot
705,97,Celery
706,97,Onion
707,97,Garlic
708,97,Kosher_Salt
709,97,Black_Pepper
710,98,Rotini
711,98,Vegetable
712,98,Alfredo_Sauce
713,98,Garlic
714,98,Parmesan_Cheese
715,98,Spinach
716,98,Olive_Oil
717,99,Corn_Tortilla
718,99,Fish
719,99,Cabbage
720,99,Pico_De_Gallo
721,99,Cilantro
722,99,Lime_Juice
723,99,Cotija_Cheese
724,100,Chickpea
725,100,Romaine_Lettuce
726,100,Cauliflower
727,100,Green_Bean
728,100,Balsamic_Dressing
729,100,Croutons
730,100,Parmesan_Cheese
731,101,Flour_Tortilla
732,101,Chicken
733,101,Caesar_Sauce
734,101,Romaine_Lettuce
735,101,Tomato
736,101,Red_Onion
737,101,Feta_Cheese
738,102,Turkey
739,102,Rice
740,102,Broccoli
741,102,Carrot
742,102,Edamame
743,102,Ginger_Soy_Sauce
744,102,Sesame_Seeds
745,103,Chicken
746,103,Spinach
747,103,Bell_Pepper
748,103,Soy_Sauce
749,103,Garlic
750,103,Ginger
751,103,Sesame_Oil
752,103,Brown_Rice
753,104,Ramen_Noodles
754,104,Pork
755,104,Miso_Broth
756,104,Soft_Boiled_Egg
757,104,Green_Onion
758,104,Mushroom
759,104,Nori
760,104,Sesame_Seeds
761,105,Penne
762,105,Tofu
763,105,Creamy_Pesto_Sauce
764,105,Garlic
765,105,Tomato
766,105,Parmesan_Cheese
767,105,Olive_Oil
768,105,Basil
769,106,Salmon
770,106,Mashed_Potatoes
771,106,Green_Bean
772,106,Lemon_Juice
773,106,Butter
774,106,Parsley
775,106,Kosher_Salt
776,106,Black_Pepper
777,107,Corn_Tortilla
778,107,Black_Bean
779,107,Tomatillo_Sauce
780,107,Monterey_Jack_Cheese
781,107,Onion
782,107,Cilantro
783,107,Rice
784,107,Sour_Cream
785,108,Beef
786,108,Pita_Bread
787,108,Rice
788,108,Cucumber
789,108,Tomato
790,108,Tzatziki_Sauce
791,108,Red_Onion
792,108,Parsley
793,109,Eggs
794,109,Broccoli
795,109,Kale
796,109,Parmesan_Cheese
797,109,Whole_Milk
798,109,Canola_Oil
799,109,Kosher_Salt
800,109,Black_Pepper
801,110,Rolled_Oats
802,110,Peach
803,110,Walnuts
804,110,Low_Fat_Milk
805,110,Cinnamon
806,110,Maple_Syrup
807,110,Chia_Seeds
808,111,All_Purpose_Flour
809,111,Eggs
810,111,Whole_Milk
811,111,Baking_Powder
812,111,Apple
813,111,Butter
814,111,Sugar
815,111,Vanilla_Extract
816,112,Flour_Tortilla
817,112,Eggs
818,112,Potato
819,112,Cheddar_Cheese
820,112,Salsa
821,112,Potatoes
822,112,Green_Onion
823,112,Kosher_Salt
824,113,Greek_Yogurt
825,113,Raspberry
826,113,Granola
827,113,Honey
828,113,Chia_Seeds
829,113,Vanilla_Extract
830,114,Croissant
831,114,Eggs
832,114,Avocado
833,114,Mozzarella_Cheese
834,114,Tomato
835,114,Spinach
836,114,Butter
837,114,Black_Pepper
838,115,Flour_Tortilla
839,115,Shrimp
840,115,Chipotle_Sauce
841,115,Romaine_Lettuce
842,115,Tomato
843,115,Red_Onion
844,115,Swiss_Cheese
845,116,Chickpea
846,116,Couscous
847,116,Broccoli
848,116,Carrot
849,116,Edamame
850,116,Chipotle_Sauce
851,116,Sesame_Seeds
852,117,Brioche_Bun
853,117,Chicken
854,117,Lettuce
855,117,Tomato
856,117,Pickles
857,117,Red_Onion
858,117,Pepper_Jack_Cheese
859,117,Mayonnaise
860,118,Chicken_Noodle
861,118,Vegetable_Broth
862,118,Carrot
863,118,Celery
864,118,Onion
865,118,Garlic
866,118,Kosher_Salt
867,118,Black_Pepper
868,119,Penne
869,119,Tofu
870,119,Marinara_Sauce
871,119,Garlic
872,119,Parmesan_Cheese
873,119,Spinach
874,119,Olive_Oil
875,120,Corn_Tortilla
876,120,Chicken
877,120,Cabbage
878,120,Pico_De_Gallo
879,120,Cilantro
880,120,Lime_Juice
881,120,Cotija_Cheese
882,121,Linguine
883,121,Tofu
884,121,Creamy_Pesto_Sauce
885,121,Garlic
886,121,Tomato
887,121,Parmesan_Cheese
888,121,Olive_Oil
889,121,Basil
890,122,Cod
891,122,Quinoa
892,122,Green_Bean
893,122,Lemon_Juice
894,122,Butter
895,122,Parsley
896,122,Kosher_Salt
897,122,Black_Pepper
898,123,Corn_Tortilla
899,123,Black_Bean
900,123,Salsa_Verde_Sauce
901,123,Monterey_Jack_Cheese
902,123,Onion
903,123,Cilantro
904,123,Rice
905,123,Sour_Cream
906,124,Chicken
907,124,Pita_Bread
908,124,Rice
909,124,Cucumber
910,124,Tomato
911,124,Tzatziki_Sauce
912,124,Red_Onion
913,124,Parsley
914,125,Turkey
915,125,Brown_Rice
916,125,Tomato_Basil_Sauce
917,125,Broccoli
918,125,Carrot
919,125,Olive_Oil
920,125,Garlic
921,125,Kosher_Salt
922,126,Chicken
923,126,Jasmine_Rice
924,126,Coconut_Milk
925,126,Red_Curry_Paste
926,126,Bell_Pepper
927,126,Onion
928,126,Basil
929,126,Lime_Juice
930,127,Eggs
931,127,Corn
932,127,Spinach
933,127,Cheddar_Cheese
934,127,Whole_Milk
935,127,Canola_Oil
936,127,Kosher_Salt
937,127,Black_Pepper
938,128,Rolled_Oats
939,128,Apple
940,128,Cashews
941,128,Low_Fat_Milk
942,128,Cinnamon
943,128,Maple_Syrup
944,128,Chia_Seeds
945,129,All_Purpose_Flour
946,129,Eggs
947,129,Whole_Milk
948,129,Baking_Powder
949,129,Mango
950,129,Butter
951,129,Sugar
952,129,Vanilla_Extract
953,130,Flour_Tortilla
954,130,Eggs
955,130,Potato
956,130,Cheddar_Cheese
957,130,Salsa
958,130,Potatoes
959,130,Green_Onion
960,130,Kosher_Salt
961,131,Greek_Yogurt
962,131,Strawberry
963,131,Granola
964,131,Honey
965,131,Chia_Seeds
966,131,Vanilla_Extract
967,132,Croissant
968,132,Eggs
969,132,Avocado
970,132,Mozzarella_Cheese
971,132,Tomato
972,132,Spinach
973,132,Butter
974,132,Black_Pepper
975,133,Penne
976,133,Vegetable
977,133,Marinara_Sauce
978,133,Garlic
979,133,Parmesan_Cheese
980,133,Spinach
981,133,Olive_Oil
982,134,Corn_Tortilla
983,134,Chicken
984,134,Cabbage
985,134,Pico_De_Gallo
986,134,Cilantro
987,134,Lime_Juice
988,134,Cotija_Cheese
989,135,Grilled_Chicken
990,135,Romaine_Lettuce
991,135,Cauliflower
992,135,Carrot
993,135,Cilantro_Lime_Dressing
994,135,Croutons
995,135,Parmesan_Cheese
996,136,Flour_Tortilla
997,136,Lentil
998,136,Caesar_Sauce
999,136,Romaine_Lettuce
1000,136,Tomato
1001,136,Red_Onion
1002,136,Parmesan_Cheese
1003,137,Chickpea
1004,137,Farro
1005,137,Broccoli
1006,137,Carrot
1007,137,Edamame
1008,137,Lemon_Herb_Sauce
1009,137,Sesame_Seeds
1010,138,Sourdough_Bread
1011,138,Portobello
1012,138,Lettuce
1013,138,Tomato
1014,138,Pickles
1015,138,Red_Onion
1016,138,Parmesan_Cheese
1017,138,Mayonnaise
1018,139,Corn_Tortilla
1019,139,Chickpea
1020,139,Salsa_Verde_Sauce
1021,139,Monterey_Jack_Cheese
1022,139,Onion
1023,139,Cilantro
1024,139,Rice
1025,139,Sour_Cream
1026,140,Chicken
1027,140,Pita_Bread
1028,140,Rice
1029,140,Cucumber
1030,140,Tomato
1031,140,Tzatziki_Sauce
1032,140,Red_Onion
1033,140,Parsley
1034,141,Chicken
1035,141,Quinoa
1036,141,Pesto_Sauce
1037,141,Broccoli
1038,141,Carrot
1039,141,Olive_Oil
1040,141,Garlic
1041,141,Kosher_Salt
1042,142,Shrimp
1043,142,Jasmine_Rice
1044,142,Coconut_Milk
1045,142,Massaman_Curry_Paste
1046,142,Bell_Pepper
1047,142,Onion
1048,142,Basil
1049,142,Lime_Juice
1050,143,Chicken
1051,143,Bell_Pepper
1052,143,Broccoli
1053,143,Soy_Sauce
1054,143,Garlic
1055,143,Ginger
1056,143,Sesame_Oil
1057,143,Brown_Rice
1058,144,Ramen_Noodles
1059,144,Mushroom
1060,144,Miso_Broth
1061,144,Soft_Boiled_Egg
1062,144,Green_Onion
1063,144,Nori
1064,144,Sesame_Seeds
